case_id,benchmark_id,family,label,mode,coeff,alternate_coeff,maxdim,dimension,threshold_label,threshold_value,matrix_size,distance_matrix_hash,point_cloud_hash,boundary_condition,classification,mechanism,notes,baseline_zero_metric,ripser_dionysus_exact,float32_roundtrip_matches,gudhi_extra_interval_count,gudhi_extra_zero_length_count,gudhi_extra_threshold_touching_count,gudhi_extra_short_count,gudhi_extra_max_length,quantized_or_exact_variant_classification,quantized_or_exact_variant_exact_all,jitter_variant_classification,jitter_variant_exact_all,scale_half_exact_all,scale_double_exact_all,alpha_vs_2alpha_matches,alpha_vs_2alpha_candidate,alternate_coeff_classification,alternate_coeff_mechanism,alternate_coeff_same_classification,infinite_bar_counts_equal,infinite_bar_count_gudhi,infinite_bar_count_ripser,infinite_bar_count_dionysus,diagonal_zero,approximation_flags_disabled,input_matrix_path,point_cloud_path,case_audit_path,audit_case_command
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,B,Square lattice patch 3x3,quantized,3,2,2,1,full,2.828125,9,6b119c77f3a9336acae9ac65d34873c74f5413135bd97ce88f619114799122bd,bf551e661b73a098ad05d7fee24dc23a6a17258fd40b3d2da7cfa08ed6c1ce87,,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,24,24,2,24,0.0,convention mismatch,False,unresolved,False,False,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/square_patch_3x3__quantized/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/square_patch_3x3__quantized/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/square_patch_3x3__quantized__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id square_patch_3x3__quantized__p3__h2__full
square_patch_3x3__quantized__p3__h2__full,square_patch_3x3__quantized,B,Square lattice patch 3x3,quantized,3,2,2,2,full,2.828125,9,6b119c77f3a9336acae9ac65d34873c74f5413135bd97ce88f619114799122bd,bf551e661b73a098ad05d7fee24dc23a6a17258fd40b3d2da7cfa08ed6c1ce87,,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,56,56,12,56,0.0,convention mismatch,False,convention mismatch,False,False,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/square_patch_3x3__quantized/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/square_patch_3x3__quantized/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/square_patch_3x3__quantized__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id square_patch_3x3__quantized__p3__h2__full
triangular_patch_3x3__floating__p2__h1__selected,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,1,0,selected,1.0,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,8,0,8,0,1.0,no discrepancy,True,unresolved,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h1__selected
triangular_patch_3x3__floating__p2__h1__selected,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,1,1,selected,1.0,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,cutoff tie semantics,The disagreement is entirely unmatched bars at the cutoff whose lengths are zero or within a few ulps of zero.,True,True,False,8,6,8,8,1.1102230246251565e-16,convention mismatch,False,convention mismatch,False,True,False,,False,convention mismatch,cutoff tie semantics,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h1__selected
triangular_patch_3x3__floating__p2__h1__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,1,0,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,8,0,0,0,1.0,no discrepancy,True,floating-point artifact,False,False,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h1__full
triangular_patch_3x3__floating__p2__h1__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,1,1,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,28,26,4,28,1.1102230246251565e-16,convention mismatch,False,unresolved,False,False,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h1__full
triangular_patch_3x3__floating__p2__h2__selected,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,2,0,selected,1.0,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,8,0,8,0,1.0,no discrepancy,True,unresolved,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h2__selected
triangular_patch_3x3__floating__p2__h2__selected,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,2,1,selected,1.0,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,cutoff tie semantics,The disagreement is entirely unmatched bars at the cutoff whose lengths are zero or within a few ulps of zero.,True,True,False,8,6,8,8,1.1102230246251565e-16,convention mismatch,False,convention mismatch,False,True,False,,False,convention mismatch,cutoff tie semantics,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h2__selected
triangular_patch_3x3__floating__p2__h2__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,2,0,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,8,0,0,0,1.0,no discrepancy,True,floating-point artifact,False,False,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h2__full
triangular_patch_3x3__floating__p2__h2__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,2,1,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,28,26,4,28,1.1102230246251565e-16,convention mismatch,False,unresolved,False,False,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h2__full
triangular_patch_3x3__floating__p2__h2__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,2,3,2,2,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,56,56,21,56,0.0,convention mismatch,False,convention mismatch,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p2__h2__full
triangular_patch_3x3__floating__p3__h1__selected,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,1,0,selected,1.0,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,8,0,8,0,1.0,no discrepancy,True,unresolved,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h1__selected
triangular_patch_3x3__floating__p3__h1__selected,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,1,1,selected,1.0,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,cutoff tie semantics,The disagreement is entirely unmatched bars at the cutoff whose lengths are zero or within a few ulps of zero.,True,True,False,8,6,8,8,1.1102230246251565e-16,convention mismatch,False,convention mismatch,False,True,False,,False,convention mismatch,cutoff tie semantics,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h1__selected
triangular_patch_3x3__floating__p3__h1__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,1,0,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,8,0,0,0,1.0,no discrepancy,True,floating-point artifact,False,False,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h1__full
triangular_patch_3x3__floating__p3__h1__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,1,1,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,28,26,4,28,1.1102230246251565e-16,convention mismatch,False,unresolved,False,False,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h1__full
triangular_patch_3x3__floating__p3__h2__selected,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,2,0,selected,1.0,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,8,0,8,0,1.0,no discrepancy,True,unresolved,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h2__selected
triangular_patch_3x3__floating__p3__h2__selected,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,2,1,selected,1.0,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,cutoff tie semantics,The disagreement is entirely unmatched bars at the cutoff whose lengths are zero or within a few ulps of zero.,True,True,False,8,6,8,8,1.1102230246251565e-16,convention mismatch,False,convention mismatch,False,True,False,,False,convention mismatch,cutoff tie semantics,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h2__selected
triangular_patch_3x3__floating__p3__h2__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,2,0,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,8,0,0,0,1.0,no discrepancy,True,floating-point artifact,False,False,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h2__full
triangular_patch_3x3__floating__p3__h2__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,2,1,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,28,26,4,28,1.1102230246251565e-16,convention mismatch,False,unresolved,False,False,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h2__full
triangular_patch_3x3__floating__p3__h2__full,triangular_patch_3x3__floating,B,Triangular lattice patch 3x3,floating,3,2,2,2,full,2.6457513110645907,9,68a205222b6cf638152e65dea88840d7a0d0088e137dc720e81be2b6f082da8c,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,56,56,21,56,0.0,convention mismatch,False,convention mismatch,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__floating/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__floating__p3__h2__full
triangular_patch_3x3__quantized__p2__h1__selected,triangular_patch_3x3__quantized,B,Triangular lattice patch 3x3,quantized,2,3,1,1,selected,1.0,9,5879f7278c859f98888eb94312ae9813cab89a5318769dc3be01abf79d7ca6b8,18c96164d56b58ad10bdc1916e6ae0cb4de2ebfcb782ea2b2ab7617f454398ad,,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,8,8,8,8,0.0,convention mismatch,False,convention mismatch,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__quantized/distance_matrix.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/triangular_patch_3x3__quantized/point_cloud.npy,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/triangular_patch_3x3__quantized__p2__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id triangular_patch_3x3__quantized__p2__h1__selected
